method,estimate,flow,cq,runid
composite,15.722115322954327,base,none,48
truth,15.771021879923902,base,none,48
pw,7.421887541511799,storm,none,48
beale,NA,storm,none,48
rating,12.920570588600585,storm,none,48
composite,13.361463340031579,storm,none,48
truth,13.789603204472392,storm,none,48
pw,11.687535439196994,unaltered,none,48
beale,NA,unaltered,none,48
rating,13.063013027215295,unaltered,none,48
composite,13.463170633638867,unaltered,none,48
truth,13.5681879812902,unaltered,none,48
pw,13.801369158082418,base,chemostatic,48
beale,NA,base,chemostatic,48
rating,15.676802776441601,base,chemostatic,48
composite,15.727430577456408,base,chemostatic,48
truth,15.73695450951193,base,chemostatic,48
pw,7.135748674363374,storm,chemostatic,48
beale,NA,storm,chemostatic,48
rating,13.6384258789897,storm,chemostatic,48
composite,13.727177893262377,storm,chemostatic,48
truth,13.71943086705974,storm,chemostatic,48
pw,11.236941418252332,unaltered,chemostatic,48
beale,NA,unaltered,chemostatic,48
rating,13.479272406796753,unaltered,chemostatic,48
composite,13.527552345993357,unaltered,chemostatic,48
truth,13.532569935764272,unaltered,chemostatic,48
pw,15.44247586313523,base,dilution,49
beale,NA,base,dilution,49
rating,12.33295095071485,base,dilution,49
composite,12.10730551323553,base,dilution,49
truth,12.61873301231375,base,dilution,49
pw,36.799029551111396,storm,dilution,49
beale,NA,storm,dilution,49
rating,13.142741972172459,storm,dilution,49
composite,14.076074658553047,storm,dilution,49
truth,18.095111102570286,storm,dilution,49
pw,19.167132558108964,unaltered,dilution,49
beale,NA,unaltered,dilution,49
rating,12.922330514933584,unaltered,dilution,49
composite,14.81490982861144,unaltered,dilution,49
truth,13.660648604701722,unaltered,dilution,49
pw,5.479938155779797,base,enrich,49
beale,NA,base,enrich,49
rating,14.034562842204874,base,enrich,49
composite,14.000811083216629,base,enrich,49
truth,14.638859250181328,base,enrich,49
pw,1.5718227023227282,storm,enrich,49
beale,NA,storm,enrich,49
rating,61.65865061242599,storm,enrich,49
composite,62.000385147117065,storm,enrich,49
truth,76.68592313996078,storm,enrich,49
pw,3.9620201662862065,unaltered,enrich,49
beale,NA,unaltered,enrich,49
rating,12.890769289395367,unaltered,enrich,49
composite,13.178089485162097,unaltered,enrich,49
truth,14.073869162570931,unaltered,enrich,49
pw,14.581859675175046,base,none,49
beale,NA,base,none,49
rating,17.317987721622934,base,none,49
composite,17.883265962579802,base,none,49
truth,16.013353205342067,base,none,49
pw,7.435821105570898,storm,none,49
beale,NA,storm,none,49
rating,15.824401422462167,storm,none,49
composite,16.157981815855862,storm,none,49
truth,13.740573410351043,storm,none,49
pw,11.694570559300113,unaltered,none,49
beale,NA,unaltered,none,49
rating,14.847269191599656,unaltered,none,49
composite,15.304521294013798,unaltered,none,49
truth,13.539109870056343,unaltered,none,49
pw,14.083118537135634,base,chemostatic,49
beale,NA,base,chemostatic,49
rating,15.894713007760496,base,chemostatic,49
composite,15.967562755585519,base,chemostatic,49
truth,16.030209479017735,base,chemostatic,49
pw,7.181494842456218,storm,chemostatic,49
beale,NA,storm,chemostatic,49
rating,13.44855145053854,storm,chemostatic,49
composite,13.603716511099817,storm,chemostatic,49
truth,13.752574643493578,storm,chemostatic,49
pw,11.294582933609464,unaltered,chemostatic,49
beale,NA,unaltered,chemostatic,49
rating,13.41585375822872,unaltered,chemostatic,49
composite,13.48832195652758,unaltered,chemostatic,49
truth,13.552120298816037,unaltered,chemostatic,49
pw,15.231177914103766,base,dilution,50
beale,NA,base,dilution,50
rating,12.127851827958265,base,dilution,50
composite,12.347448668978576,base,dilution,50
truth,12.715256475172948,base,dilution,50
pw,34.85689844735651,storm,dilution,50
beale,NA,storm,dilution,50
rating,13.008436321292525,storm,dilution,50
composite,12.807735638267726,storm,dilution,50
truth,17.621038268137124,storm,dilution,50
pw,16.65927372388344,unaltered,dilution,50
beale,NA,unaltered,dilution,50
rating,12.435776784361778,unaltered,dilution,50
composite,12.63843212272289,unaltered,dilution,50
truth,13.741885535759655,unaltered,dilution,50
pw,6.675630931713546,base,enrich,50
beale,NA,base,enrich,50
rating,14.320690990075262,base,enrich,50
composite,14.302634799652267,base,enrich,50
truth,15.101214568656205,base,enrich,50
pw,1.5451812597256493,storm,enrich,50
beale,NA,storm,enrich,50
rating,58.536828507825014,storm,enrich,50
composite,58.850184033406386,storm,enrich,50
truth,78.87344136521311,storm,enrich,50
pw,4.027384178792903,unaltered,enrich,50
beale,NA,unaltered,enrich,50
rating,12.970121564065353,unaltered,enrich,50
composite,13.041374637593291,unaltered,enrich,50
truth,14.254476613059657,unaltered,enrich,50
pw,14.223894230215807,base,none,50
beale,NA,base,none,50
rating,16.15642262677709,base,none,50
composite,16.632753430011736,base,none,50
truth,16.162138018097863,base,none,50
pw,7.23985278678494,storm,none,50
beale,NA,storm,none,50
rating,13.951853324531458,storm,none,50
composite,14.342605299032087,storm,none,50
truth,13.855899596361539,storm,none,50
pw,11.385335275049643,unaltered,none,50
beale,NA,unaltered,none,50
rating,13.568217771897864,unaltered,none,50
composite,13.980491691325632,unaltered,none,50
truth,13.586653187054988,unaltered,none,50
pw,14.180289515691962,base,chemostatic,50
beale,NA,base,chemostatic,50
rating,16.2957105452677,base,chemostatic,50
composite,16.29919070304291,base,chemostatic,50
truth,16.143199421325082,base,chemostatic,50
pw,7.217658322396151,storm,chemostatic,50
beale,NA,storm,chemostatic,50
rating,14.095106146512974,storm,chemostatic,50
composite,14.08236508556492,storm,chemostatic,50
truth,13.822466016357811,storm,chemostatic,50
pw,11.35043243575742,unaltered,chemostatic,50
beale,NA,unaltered,chemostatic,50
rating,13.715227080938691,unaltered,chemostatic,50
composite,13.715684075884276,unaltered,chemostatic,50
truth,13.568971364540378,unaltered,chemostatic,50
pw,14.160224190876066,base,dilution,51
beale,NA,base,dilution,51
rating,11.651205211732663,base,dilution,51
composite,11.590696308454643,base,dilution,51
truth,12.248357139157775,base,dilution,51
pw,33.3418445052544,storm,dilution,51
beale,NA,storm,dilution,51
rating,12.319885574548028,storm,dilution,51
composite,11.002850875657629,storm,dilution,51
truth,17.12621584364416,storm,dilution,51
pw,15.826888792817325,unaltered,dilution,51
beale,NA,unaltered,dilution,51
rating,11.771329636146902,unaltered,dilution,51
composite,11.770982088009896,unaltered,dilution,51
truth,13.21461542147474,unaltered,dilution,51
pw,5.298920244005245,base,enrich,51
beale,NA,base,enrich,51
rating,13.784618415633899,base,enrich,51
composite,14.020696748257999,base,enrich,51
truth,13.384465286638779,base,enrich,51
pw,1.503583107753522,storm,enrich,51
beale,NA,storm,enrich,51
rating,64.67730252614541,storm,enrich,51
composite,65.0237504378131,storm,enrich,51
truth,74.53668156991907,storm,enrich,51
pw,3.8275687701292287,unaltered,enrich,51
beale,NA,unaltered,enrich,51
rating,13.678507035403825,unaltered,enrich,51
composite,13.772259956702083,unaltered,enrich,51
truth,13.607855095203895,unaltered,enrich,51
pw,13.610887886255544,base,none,51
beale,NA,base,none,51
rating,15.158624267619597,base,none,51
composite,15.463629509498336,base,none,51
truth,15.584981042638017,base,none,51
pw,7.127526839294378,storm,none,51
beale,NA,storm,none,51
rating,14.137772379690624,storm,none,51
composite,13.763116302802102,storm,none,51
truth,13.727428050627786,storm,none,51
pw,11.243813122166841,unaltered,none,51
beale,NA,unaltered,none,51
rating,13.374364322121115,unaltered,none,51
composite,13.531899901585037,unaltered,none,51
truth,13.543164638669852,unaltered,none,51
pw,13.656824508859943,base,chemostatic,51
beale,NA,base,chemostatic,51
rating,15.500593335736054,base,chemostatic,51
composite,15.596084488553062,base,chemostatic,51
truth,15.55042135355726,base,chemostatic,51
pw,7.151582177436573,storm,chemostatic,51
beale,NA,storm,chemostatic,51
rating,13.462061245031311,storm,chemostatic,51
composite,13.637890866854777,storm,chemostatic,51
truth,13.68247053110033,storm,chemostatic,51
pw,11.281760889009368,unaltered,chemostatic,51
beale,NA,unaltered,chemostatic,51
rating,13.424516100979568,unaltered,chemostatic,51
composite,13.527955847297552,unaltered,chemostatic,51
truth,13.51130123926774,unaltered,chemostatic,51
pw,15.003171877498371,base,dilution,52
beale,NA,base,dilution,52
rating,11.95370141614842,base,dilution,52
composite,11.835777694428062,base,dilution,52
truth,12.296044001992586,base,dilution,52
pw,33.88870135865576,storm,dilution,52
beale,NA,storm,dilution,52
rating,12.585179177126767,storm,dilution,52
composite,11.728406447552615,storm,dilution,52
truth,17.532688806600998,storm,dilution,52
pw,16.049251910381194,unaltered,dilution,52
beale,NA,unaltered,dilution,52
rating,12.023122437146547,unaltered,dilution,52
composite,12.100852801154344,unaltered,dilution,52
truth,13.407988568483107,unaltered,dilution,52
pw,6.013914905497043,base,enrich,52
beale,NA,base,enrich,52
rating,14.670781617384906,base,enrich,52
composite,14.541955494142693,base,enrich,52
truth,13.786518633855222,base,enrich,52
pw,1.5465968666838572,storm,enrich,52
beale,NA,storm,enrich,52
rating,66.14101727770728,storm,enrich,52
composite,66.2559593548912,storm,enrich,52
truth,75.55777609779507,storm,enrich,52
pw,3.9644850713062323,unaltered,enrich,52
beale,NA,unaltered,enrich,52
rating,14.059823764703362,unaltered,enrich,52
composite,14.05749148840514,unaltered,enrich,52
truth,13.715519691175421,unaltered,enrich,52
pw,14.099627463717367,base,none,52
beale,NA,base,none,52
rating,14.536457246879763,base,none,52
composite,15.522228114017189,base,none,52
truth,15.63539086107125,base,none,52
pw,7.333472797746245,storm,none,52
beale,NA,storm,none,52
rating,11.589384484645011,storm,none,52
composite,13.060132615422473,storm,none,52
truth,13.7713688290357,storm,none,52
pw,11.548002978038497,unaltered,none,52
beale,NA,unaltered,none,52
rating,12.391232548309874,unaltered,none,52
composite,13.324486775550396,unaltered,none,52
truth,13.538172260505254,unaltered,none,52
pw,13.755618298950052,base,chemostatic,52
beale,NA,base,chemostatic,52
rating,15.624210565963192,base,chemostatic,52
composite,15.67618108035092,base,chemostatic,52
truth,15.620026567179087,base,chemostatic,52
pw,7.1545473716320895,storm,chemostatic,52
beale,NA,storm,chemostatic,52
rating,13.764996852941048,storm,chemostatic,52
composite,13.850438972582793,storm,chemostatic,52
truth,13.733556914295821,storm,chemostatic,52
pw,11.266249515443246,unaltered,chemostatic,52
beale,NA,unaltered,chemostatic,52
rating,13.53161886597564,unaltered,chemostatic,52
composite,13.579368511786365,unaltered,chemostatic,52
truth,13.522509519205244,unaltered,chemostatic,52
pw,14.959600573254166,base,dilution,53
beale,NA,base,dilution,53
rating,12.118405324265087,base,dilution,53
composite,12.469143596149477,base,dilution,53
truth,12.373064669759499,base,dilution,53
pw,35.544652689084145,storm,dilution,53
beale,NA,storm,dilution,53
rating,12.862125486269846,storm,dilution,53
composite,11.914024479575133,storm,dilution,53
truth,17.222282136839834,storm,dilution,53
pw,16.907735252389433,unaltered,dilution,53
beale,NA,unaltered,dilution,53
rating,12.340065530895554,unaltered,dilution,53
composite,12.545694608772392,unaltered,dilution,53
truth,13.29910121646571,unaltered,dilution,53
pw,6.052104236070795,base,enrich,53
beale,NA,base,enrich,53
rating,13.713755414600847,base,enrich,53
composite,13.753186361841184,base,enrich,53
truth,14.168643482785734,base,enrich,53
pw,1.5626349901409666,storm,enrich,53
beale,NA,storm,enrich,53
rating,64.91540760374512,storm,enrich,53
composite,64.97712744518424,storm,enrich,53
truth,75.65167636221634,storm,enrich,53
pw,4.0036432271387525,unaltered,enrich,53
beale,NA,unaltered,enrich,53
rating,13.872522802106001,unaltered,enrich,53
composite,13.825873153880814,unaltered,enrich,53
truth,13.814149516171828,unaltered,enrich,53
pw,14.337546149250661,base,none,53
beale,NA,base,none,53
rating,15.858917418105625,base,none,53
composite,16.086182934149694,base,none,53
truth,15.788415598123027,base,none,53
pw,7.360243376560674,storm,none,53
beale,NA,storm,none,53
rating,13.97057091814021,storm,none,53
composite,13.64739338710903,storm,none,53
truth,13.68641070635821,storm,none,53
pw,11.583491126787951,unaltered,none,53
beale,NA,unaltered,none,53
rating,13.615226329561482,unaltered,none,53
composite,13.760627702510257,unaltered,none,53
truth,13.52177170585986,unaltered,none,53
pw,14.041732420817864,base,chemostatic,53
beale,NA,base,chemostatic,53
rating,15.688444160347432,base,chemostatic,53
composite,15.778258326857255,base,chemostatic,53
truth,15.797517773468092,base,chemostatic,53
pw,7.208386077359791,storm,chemostatic,53
beale,NA,storm,chemostatic,53
rating,13.449410233818385,storm,chemostatic,53
composite,13.633098972021424,storm,chemostatic,53
truth,13.75403676172823,storm,chemostatic,53
pw,11.344499345152956,unaltered,chemostatic,53
beale,NA,unaltered,chemostatic,53
rating,13.414405158792688,unaltered,chemostatic,53
composite,13.50163146410807,unaltered,chemostatic,53
truth,13.535702945494414,unaltered,chemostatic,53
pw,15.358655245330013,base,dilution,54
beale,NA,base,dilution,54
rating,12.531418223910942,base,dilution,54
composite,12.432098331378386,base,dilution,54
truth,12.36962384594491,base,dilution,54
pw,30.88637961902252,storm,dilution,54
beale,NA,storm,dilution,54
rating,13.009953498811782,storm,dilution,54
composite,11.558232935023767,storm,dilution,54
truth,17.14801812450235,storm,dilution,54
pw,16.024722600757887,unaltered,dilution,54
beale,NA,unaltered,dilution,54
rating,12.48037412866499,unaltered,dilution,54
composite,12.422915319221602,unaltered,dilution,54
truth,13.426185856336364,unaltered,dilution,54
pw,5.6046305450643725,base,enrich,54
beale,NA,base,enrich,54
rating,13.856693123335912,base,enrich,54
composite,14.268351805573603,base,enrich,54
truth,13.685545763712325,base,enrich,54
pw,1.183927501086867,storm,enrich,54
beale,NA,storm,enrich,54
rating,62.360689348695026,storm,enrich,54
composite,63.069424660043744,storm,enrich,54
truth,74.1272099485982,storm,enrich,54
pw,3.5282735293989926,unaltered,enrich,54
beale,NA,unaltered,enrich,54
rating,13.433618786020354,unaltered,enrich,54
composite,13.771009929713719,unaltered,enrich,54
truth,13.686810979536528,unaltered,enrich,54
pw,13.875863783535035,base,none,54
beale,NA,base,none,54
rating,15.70984202970852,base,none,54
composite,16.01500265683578,base,none,54
truth,15.7071443014704,base,none,54
pw,7.222472515373229,storm,none,54
beale,NA,storm,none,54
rating,14.197146554900932,storm,none,54
composite,14.38595639463344,storm,none,54
truth,13.703730448691006,storm,none,54
pw,11.353697168290754,unaltered,none,54
beale,NA,unaltered,none,54
rating,13.568963896018206,unaltered,none,54
composite,13.820662809796017,unaltered,none,54
truth,13.517043670494935,unaltered,none,54
pw,13.752240204864664,base,chemostatic,54
beale,NA,base,chemostatic,54
rating,15.682984772520754,base,chemostatic,54
composite,15.711513264359741,base,chemostatic,54
truth,15.715008513931624,base,chemostatic,54
pw,7.158125681682175,storm,chemostatic,54
beale,NA,storm,chemostatic,54
rating,13.694750620978454,storm,chemostatic,54
composite,13.754161742484202,storm,chemostatic,54
truth,13.731884647828334,storm,chemostatic,54
pw,11.252544209672836,unaltered,chemostatic,54
beale,NA,unaltered,chemostatic,54
rating,13.499824892120488,unaltered,chemostatic,54
composite,13.530001519329899,unaltered,chemostatic,54
truth,13.525718892423335,unaltered,chemostatic,54
pw,15.129292935913526,base,dilution,55
beale,NA,base,dilution,55
rating,12.00958025099838,base,dilution,55
composite,12.04233269733221,base,dilution,55
truth,12.427765485737968,base,dilution,55
pw,34.291419880418204,storm,dilution,55
beale,NA,storm,dilution,55
rating,12.480819476573725,storm,dilution,55
composite,11.282263775239965,storm,dilution,55
truth,17.290768697703697,storm,dilution,55
pw,16.079167441605907,unaltered,dilution,55
beale,NA,unaltered,dilution,55
rating,11.87406701301099,unaltered,dilution,55
composite,11.903320601729614,unaltered,dilution,55
truth,13.476264427929083,unaltered,dilution,55
pw,6.320293239820938,base,enrich,55
beale,NA,base,enrich,55
rating,14.33398713391082,base,enrich,55
composite,14.410695379106025,base,enrich,55
truth,14.319168090916381,base,enrich,55
pw,1.5372750376476991,storm,enrich,55
beale,NA,storm,enrich,55
rating,66.78378206072024,storm,enrich,55
composite,66.92951957517802,storm,enrich,55
truth,75.6949740905299,storm,enrich,55
pw,3.9629588864784675,unaltered,enrich,55
beale,NA,unaltered,enrich,55
rating,14.493561921625588,unaltered,enrich,55
composite,14.45955295915434,unaltered,enrich,55
truth,13.826373292134964,unaltered,enrich,55
pw,14.716249115330037,base,none,55
beale,NA,base,none,55
rating,15.9865972946828,base,none,55
composite,16.583850857419485,base,none,55
truth,15.832707090858454,base,none,55
pw,7.5404113599088,storm,none,55
beale,NA,storm,none,55
rating,13.46656344039216,storm,none,55
composite,14.141472337809258,storm,none,55
truth,13.681556407786937,storm,none,55
pw,11.899761793215646,unaltered,none,55
beale,NA,unaltered,none,55
rating,13.57586412180759,unaltered,none,55
composite,14.118933093871972,unaltered,none,55
truth,13.52689723619227,unaltered,none,55
pw,13.887695604845545,base,chemostatic,55
beale,NA,base,chemostatic,55
rating,15.724131754119423,base,chemostatic,55
composite,15.686854219143418,base,chemostatic,55
truth,15.851998219920633,base,chemostatic,55
pw,7.115871502382105,storm,chemostatic,55
beale,NA,storm,chemostatic,55
rating,13.652136519216372,storm,chemostatic,55
composite,13.468796557109881,storm,chemostatic,55
truth,13.761743287233509,storm,chemostatic,55
pw,11.229782008935748,unaltered,chemostatic,55
beale,NA,unaltered,chemostatic,55
rating,13.44994523641074,unaltered,chemostatic,55
composite,13.400913830719553,unaltered,chemostatic,55
truth,13.552337712977156,unaltered,chemostatic,55
pw,14.73733075048758,base,dilution,56
beale,NA,base,dilution,56
rating,12.217920386360886,base,dilution,56
composite,12.580224776552217,base,dilution,56
truth,12.455191061758,base,dilution,56
pw,34.54719760677076,storm,dilution,56
beale,NA,storm,dilution,56
rating,12.704228481763487,storm,dilution,56
composite,13.348070861677353,storm,dilution,56
truth,17.32024589087821,storm,dilution,56
pw,16.237459028556877,unaltered,dilution,56
beale,NA,unaltered,dilution,56
rating,12.083517713072261,unaltered,dilution,56
composite,12.411220159126495,unaltered,dilution,56
truth,13.518481752223995,unaltered,dilution,56
pw,5.5865778816576475,base,enrich,56
beale,NA,base,enrich,56
rating,14.295746767244776,base,enrich,56
composite,14.370288404999808,base,enrich,56
truth,14.45696996856254,base,enrich,56
pw,1.5829199576241493,storm,enrich,56
beale,NA,storm,enrich,56
rating,63.388629070364196,storm,enrich,56
composite,63.3963143295883,storm,enrich,56
truth,75.4120302691611,storm,enrich,56
pw,4.0480462941694695,unaltered,enrich,56
beale,NA,unaltered,enrich,56
rating,13.685300593088325,unaltered,enrich,56
composite,13.660809670350005,unaltered,enrich,56
truth,13.833665676795158,unaltered,enrich,56
pw,13.77948038348908,base,none,56
beale,NA,base,none,56
rating,14.40413029159159,base,none,56
composite,14.70864958819065,base,none,56
truth,15.90830743030676,base,none,56
pw,7.102992758793984,storm,none,56
beale,NA,storm,none,56
rating,11.480472010726658,storm,none,56
composite,11.29782591971334,storm,none,56
truth,13.720093817850044,storm,none,56
pw,11.180122758716198,unaltered,none,56
beale,NA,unaltered,none,56
rating,12.117398447743573,unaltered,none,56
composite,12.303503864209393,unaltered,none,56
truth,13.54919398251736,unaltered,none,56
pw,13.997959218571264,base,chemostatic,56
beale,NA,base,chemostatic,56
rating,15.705922936377114,base,chemostatic,56
composite,15.803548077536611,base,chemostatic,56
truth,15.89340723052143,base,chemostatic,56
pw,7.215613375852808,storm,chemostatic,56
beale,NA,storm,chemostatic,56
rating,13.212937421016889,storm,chemostatic,56
composite,13.437937793046862,storm,chemostatic,56
truth,13.743324473608128,storm,chemostatic,56
pw,11.357387802710669,unaltered,chemostatic,56
beale,NA,unaltered,chemostatic,56
rating,13.33219499849216,unaltered,chemostatic,56
composite,13.431609391495755,unaltered,chemostatic,56
truth,13.539521393170519,unaltered,chemostatic,56
pw,15.317932404572568,base,dilution,57
beale,NA,base,dilution,57
rating,12.337616854626033,base,dilution,57
composite,12.659895396515267,base,dilution,57
truth,12.54329590596807,base,dilution,57
pw,35.352251551758194,storm,dilution,57
beale,NA,storm,dilution,57
rating,13.046259369542234,storm,dilution,57
composite,13.252236248875327,storm,dilution,57
truth,17.651582562617143,storm,dilution,57
pw,16.75133559180741,unaltered,dilution,57
beale,NA,unaltered,dilution,57
rating,12.446520184660613,unaltered,dilution,57
composite,12.713467047622496,unaltered,dilution,57
truth,13.824328534253697,unaltered,dilution,57
pw,6.578451504171591,base,enrich,57
beale,NA,base,enrich,57
rating,14.237073095756736,base,enrich,57
composite,14.271660954803226,base,enrich,57
truth,14.659412236062188,base,enrich,57
pw,1.5578363966781599,storm,enrich,57
beale,NA,storm,enrich,57
rating,66.18416143714403,storm,enrich,57
composite,66.32739652390548,storm,enrich,57
truth,76.01550736640765,storm,enrich,57
pw,3.987355351730308,unaltered,enrich,57
beale,NA,unaltered,enrich,57
rating,14.340502284910249,unaltered,enrich,57
composite,14.324168889347026,unaltered,enrich,57
truth,13.996025272205168,unaltered,enrich,57
pw,13.596425361705585,base,none,57
beale,NA,base,none,57
rating,15.404207189329203,base,none,57
composite,16.46353468264412,base,none,57
truth,15.992938242511688,base,none,57
pw,6.989028433643771,storm,none,57
beale,NA,storm,none,57
rating,14.220427506313298,storm,none,57
composite,15.703676821426072,storm,none,57
truth,13.790182307552163,storm,none,57
pw,10.946457363421738,unaltered,none,57
beale,NA,unaltered,none,57
rating,13.192932697968832,unaltered,none,57
composite,14.179580790022337,unaltered,none,57
truth,13.543406069382897,unaltered,none,57
pw,14.068890973684276,base,chemostatic,57
beale,NA,base,chemostatic,57
rating,16.079393585112687,base,chemostatic,57
composite,16.07418840815766,base,chemostatic,57
truth,16.022349681257314,base,chemostatic,57
pw,7.2318919443234435,storm,chemostatic,57
beale,NA,storm,chemostatic,57
rating,13.976910824940127,storm,chemostatic,57
composite,13.922577017597389,storm,chemostatic,57
truth,13.822303826983656,storm,chemostatic,57
pw,11.326838569483014,unaltered,chemostatic,57
beale,NA,unaltered,chemostatic,57
rating,13.630600830870419,unaltered,chemostatic,57
composite,13.617252317675064,unaltered,chemostatic,57
truth,13.567626993611352,unaltered,chemostatic,57
pw,15.612343792149737,base,dilution,58
beale,NA,base,dilution,58
rating,12.42127935219033,base,dilution,58
composite,12.325047449557832,base,dilution,58
truth,12.44505992255169,base,dilution,58
pw,35.88769838588174,storm,dilution,58
beale,NA,storm,dilution,58
rating,12.92808944534164,storm,dilution,58
composite,12.516782505565239,storm,dilution,58
truth,17.466577030251297,storm,dilution,58
pw,16.764048759767046,unaltered,dilution,58
beale,NA,unaltered,dilution,58
rating,12.325345626682283,unaltered,dilution,58
composite,12.39981379773881,unaltered,dilution,58
truth,13.508427399780286,unaltered,dilution,58
pw,5.89972751013506,base,enrich,58
beale,NA,base,enrich,58
rating,12.983470915182922,base,enrich,58
composite,13.027517355999912,base,enrich,58
truth,14.274816155777962,base,enrich,58
pw,1.5098347896013251,storm,enrich,58
beale,NA,storm,enrich,58
rating,58.63541991637638,storm,enrich,58
composite,58.61934955080415,storm,enrich,58
truth,76.31794596739938,storm,enrich,58
pw,3.9414798155280986,unaltered,enrich,58
beale,NA,unaltered,enrich,58
rating,12.92165884704524,unaltered,enrich,58
composite,12.851981085977089,unaltered,enrich,58
truth,13.908822717187155,unaltered,enrich,58
pw,14.408827395797724,base,none,58
beale,NA,base,none,58
rating,14.97644245365081,base,none,58
composite,15.351674263279786,base,none,58
truth,15.836290567726582,base,none,58
pw,7.41234363177975,storm,none,58
beale,NA,storm,none,58
rating,12.332320903003895,storm,none,58
composite,12.270041271472376,storm,none,58
truth,13.709693030266694,storm,none,58
pw,11.643911760263697,unaltered,none,58
beale,NA,unaltered,none,58
rating,12.681742640091505,unaltered,none,58
composite,12.946702067788562,unaltered,none,58
truth,13.525875597006191,unaltered,none,58
pw,14.015836025777823,base,chemostatic,58
beale,NA,base,chemostatic,58
rating,15.692657653144934,base,chemostatic,58
composite,15.637977461894927,base,chemostatic,58
truth,15.848575769315321,base,chemostatic,58
pw,7.210176793431686,storm,chemostatic,58
beale,NA,storm,chemostatic,58
rating,13.4813573785263,storm,chemostatic,58
composite,13.40393756713943,storm,chemostatic,58
truth,13.764332954608836,storm,chemostatic,58
pw,11.326331660970439,unaltered,chemostatic,58
beale,NA,unaltered,chemostatic,58
rating,13.381279614365537,unaltered,chemostatic,58
composite,13.327406137666062,unaltered,chemostatic,58
truth,13.541056406342825,unaltered,chemostatic,58
pw,15.047929263211564,base,dilution,59
beale,NA,base,dilution,59
rating,11.825546618010458,base,dilution,59
composite,12.113383198952887,base,dilution,59
truth,12.338158870527813,base,dilution,59
pw,110.61655496762853,storm,dilution,59
beale,NA,storm,dilution,59
rating,13.700523864683616,storm,dilution,59
composite,24.291826388999226,storm,dilution,59
truth,17.28681849966781,storm,dilution,59
pw,45.48326590813989,unaltered,dilution,59
beale,NA,unaltered,dilution,59
rating,13.145196430576037,unaltered,dilution,59
composite,26.124692283903766,unaltered,dilution,59
truth,13.281640834603163,unaltered,dilution,59
pw,6.2753055221932685,base,enrich,59
beale,NA,base,enrich,59
rating,14.988563788735108,base,enrich,59
composite,14.814494926775467,base,enrich,59
truth,14.169041688573078,base,enrich,59
pw,1.5103896607345777,storm,enrich,59
beale,NA,storm,enrich,59
rating,91.1820464731723,storm,enrich,59
composite,90.84558047794177,storm,enrich,59
truth,74.7359153755186,storm,enrich,59
pw,3.909522980229988,unaltered,enrich,59
beale,NA,unaltered,enrich,59
rating,17.995284174421403,unaltered,enrich,59
composite,17.73927477562217,unaltered,enrich,59
truth,13.706244303121377,unaltered,enrich,59
pw,14.103234359997938,base,none,59
beale,NA,base,none,59
rating,15.71180609417914,base,none,59
composite,16.726973059287342,base,none,59
truth,15.809552775149733,base,none,59
pw,7.295837397106863,storm,none,59
beale,NA,storm,none,59
rating,14.344740154608013,storm,none,59
composite,15.128021050741243,storm,none,59
truth,13.703128683062085,storm,none,59
pw,11.52177990952752,unaltered,none,59
beale,NA,unaltered,none,59
rating,13.608398977221777,unaltered,none,59
composite,14.464792955519734,unaltered,none,59
truth,13.552203632731478,unaltered,none,59
pw,13.894740429982201,base,chemostatic,59
beale,NA,base,chemostatic,59
rating,16.01450559772968,base,chemostatic,59
composite,16.050655944453748,base,chemostatic,59
truth,15.78436989205254,base,chemostatic,59
pw,7.187980023907912,storm,chemostatic,59
beale,NA,storm,chemostatic,59
rating,14.090399726014162,storm,chemostatic,59
composite,14.136632954828816,storm,chemostatic,59
truth,13.726031678088368,storm,chemostatic,59
pw,11.351448685299456,unaltered,chemostatic,59
beale,NA,unaltered,chemostatic,59
rating,13.754518231039121,unaltered,chemostatic,59
composite,13.79014665902571,unaltered,chemostatic,59
truth,13.534567188392122,unaltered,chemostatic,59
pw,15.308002387829356,base,dilution,60
beale,NA,base,dilution,60
rating,12.15076266811171,base,dilution,60
composite,12.445588095801472,base,dilution,60
truth,12.397925670194338,base,dilution,60
pw,34.72757679047543,storm,dilution,60
beale,NA,storm,dilution,60
rating,12.720682121675456,storm,dilution,60
composite,13.359218693192462,storm,dilution,60
truth,17.711177934442794,storm,dilution,60
pw,16.348845229409527,unaltered,dilution,60
beale,NA,unaltered,dilution,60
rating,12.121723246866596,unaltered,dilution,60
composite,12.412535664244938,unaltered,dilution,60
truth,13.565890113402736,unaltered,dilution,60
pw,6.241406633951289,base,enrich,60
beale,NA,base,enrich,60
rating,14.697667746811186,base,enrich,60
composite,14.740895168935108,base,enrich,60
truth,14.571604131822749,base,enrich,60
pw,1.527770034785453,storm,enrich,60
beale,NA,storm,enrich,60
rating,62.182179021857586,storm,enrich,60
composite,62.397374696159346,storm,enrich,60
truth,76.84524336389232,storm,enrich,60
pw,3.9691524674073526,unaltered,enrich,60
beale,NA,unaltered,enrich,60
rating,13.707164506402783,unaltered,enrich,60
composite,13.745433316561716,unaltered,enrich,60
truth,13.89331344778354,unaltered,enrich,60
pw,13.712648874129863,base,none,60
beale,NA,base,none,60
rating,15.445022571046087,base,none,60
composite,16.006426303348725,base,none,60
truth,15.833967187139917,base,none,60
