datetime,IS_spCond,IS_NO3,IS_discharge
2015-10-03T10:18:00Z,0.6856016377999999,0.022,2.7439
2015-10-03T10:33:00Z,0.6856016377999999,0.021,2.7439
2015-10-03T10:47:00Z,0.6874868851999999,0.021,2.7439
2015-10-03T11:03:00Z,0.6887437168,0.023,2.7439
2015-10-03T11:18:00Z,0.6900005483999999,0.022,2.7439
2015-10-03T11:33:00Z,0.6912573799999999,0.023,2.7439
2015-10-03T11:47:00Z,0.6925142115999999,0.023,2.7439
2015-10-03T12:03:00Z,0.6931426273999999,0.022,2.7439
2015-10-03T12:18:00Z,0.694399459,0.023,2.7439
2015-10-03T12:33:00Z,0.6950278748,0.024,2.7439
2015-10-03T12:47:00Z,0.6956562906,0.021,2.7439
2015-10-03T13:03:00Z,0.6962847064,0.022,2.7439
2015-10-03T13:18:00Z,0.6969131221999999,0.023,2.7439
2015-10-03T13:33:00Z,0.6987983695999999,0.024,2.7439
2015-10-03T13:47:00Z,0.6981699537999999,0.024,2.7439
2015-10-03T14:03:00Z,0.6994267854,0.024,2.7439
2015-10-03T14:18:00Z,0.6994267854,0.023,2.7439
2015-10-03T14:33:00Z,0.7006836169999999,0.024,2.7439
2015-10-03T14:47:00Z,0.7019404485999999,0.023,2.7439
2015-10-03T15:03:00Z,0.7019404485999999,0.023,2.7439
2015-10-03T15:18:00Z,0.7050825276,0.024,2.7439
2015-10-03T15:33:00Z,0.7044541118,0.024,2.7439
2015-10-03T15:47:00Z,0.7063393591999999,0.024,2.7439
2015-10-03T16:03:00Z,0.7063393591999999,0.024,2.7439
2015-10-03T16:18:00Z,0.706967775,0.024,2.7439
2015-10-03T16:33:00Z,0.7082246065999999,0.024,2.7439
2015-10-03T16:47:00Z,0.7094814381999999,0.025,2.7439
2015-10-03T17:03:00Z,0.7107382698,0.024,2.7439
2015-10-03T17:18:00Z,0.7107382698,0.025,2.7439
2015-10-03T17:33:00Z,0.7107382698,0.025,2.7439
2015-10-03T17:47:00Z,0.7126235172,0.026,2.4352
2015-10-03T18:03:00Z,0.7113666855999999,0.027,2.4352
2015-10-03T18:18:00Z,0.7126235172,0.026,2.4352
2015-10-03T18:33:00Z,0.7126235172,0.026,2.4352
2015-10-03T18:47:00Z,0.7132519329999999,0.027,2.4352
2015-10-03T19:03:00Z,0.716394012,0.025,2.4352
2015-10-03T19:18:00Z,0.7145087645999999,0.026,2.4352
2015-10-03T19:33:00Z,0.7157655962,0.027,2.4352
2015-10-03T19:47:00Z,0.7176508436,0.025,2.4352
2015-10-03T20:03:00Z,0.7170224277999999,0.025,2.4352
2015-10-03T20:18:00Z,0.7182792593999999,0.026,2.4352
2015-10-03T20:33:00Z,0.7182792593999999,0.025,2.4352
2015-10-03T20:47:00Z,0.7182792593999999,0.026,2.4352
2015-10-03T21:03:00Z,0.7195360909999999,0.026,2.4352
2015-10-03T21:18:00Z,0.7201645068,0.026,2.4352
2015-10-03T21:33:00Z,0.7214213384,0.027,2.4352
2015-10-03T21:47:00Z,0.7226781699999999,0.026,2.4352
2015-10-03T22:03:00Z,0.7233065858,0.026,2.4352
2015-10-03T22:18:00Z,0.7239350015999999,0.026,2.4352
2015-10-03T22:33:00Z,0.7283339121999999,0.025,2.4352
2015-10-03T22:47:00Z,0.7289623279999999,0.027,2.4352
2015-10-03T23:03:00Z,0.7270770806,0.027,2.4352
2015-10-03T23:18:00Z,0.7270770806,0.027,2.4352
2015-10-03T23:33:00Z,0.7277054963999999,0.027,2.4352
2015-10-03T23:47:00Z,0.7283339121999999,0.027,2.4352
2015-10-04T00:03:00Z,0.7289623279999999,0.027,2.4352
2015-10-04T00:18:00Z,0.7283339121999999,0.026,2.4352
2015-10-04T00:33:00Z,0.7295907437999999,0.027,2.4352
2015-10-04T00:47:00Z,0.7289623279999999,0.028,2.4352
2015-10-04T01:03:00Z,0.7295907437999999,0.027,2.4352
2015-10-04T01:18:00Z,0.7295907437999999,0.026,2.4352
2015-10-04T01:33:00Z,0.7295907437999999,0.028,2.4352
2015-10-04T01:47:00Z,0.7314759912,0.027,2.4352
2015-10-04T02:03:00Z,0.7314759912,0.027,2.4352
2015-10-04T02:18:00Z,0.7308475754,0.026,2.4352
2015-10-04T02:33:00Z,0.7321044069999999,0.027,2.4352
2015-10-04T02:47:00Z,0.7327328228,0.027,2.4352
2015-10-04T03:03:00Z,0.7327328228,0.027,2.4352
2015-10-04T03:18:00Z,0.7339896543999999,0.026,2.4352
2015-10-04T03:33:00Z,0.7346180701999999,0.026,2.4352
2015-10-04T03:47:00Z,0.7365033176,0.027,2.4352
2015-10-04T04:03:00Z,0.7358749018,0.026,2.4352
2015-10-04T04:18:00Z,0.7365033176,0.025,2.4352
2015-10-04T04:33:00Z,0.7377601492,0.026,2.4352
2015-10-04T04:47:00Z,0.7383885649999999,0.026,2.4352
2015-10-04T05:03:00Z,0.7377601492,0.026,2.4352
2015-10-04T05:18:00Z,0.7377601492,0.025,2.4352
2015-10-04T05:33:00Z,0.7371317333999999,0.027,2.4352
2015-10-04T05:47:00Z,0.7377601492,0.025,2.4352
2015-10-04T06:03:00Z,0.7390169807999999,0.026,1.8831
2015-10-04T06:18:00Z,0.7377601492,0.025,1.8831
2015-10-04T06:33:00Z,0.7377601492,0.026,1.8831
2015-10-04T06:47:00Z,0.7383885649999999,0.025,1.8831
2015-10-04T07:03:00Z,0.7396453966,0.026,1.8831
2015-10-04T07:18:00Z,0.7377601492,0.024,1.8831
2015-10-04T07:33:00Z,0.7390169807999999,0.024,1.8831
2015-10-04T07:47:00Z,0.7383885649999999,0.024,1.8831
2015-10-04T08:03:00Z,0.7383885649999999,0.025,1.8831
2015-10-04T08:18:00Z,0.7383885649999999,0.025,1.8831
2015-10-04T08:33:00Z,0.7390169807999999,0.023,1.8831
2015-10-04T08:47:00Z,0.7402738123999999,0.023,1.8831
2015-10-04T09:03:00Z,0.7402738123999999,0.023,1.8831
2015-10-04T09:18:00Z,0.741530644,0.023,1.8831
2015-10-04T09:33:00Z,0.7421590598,0.024,1.8831
2015-10-04T09:47:00Z,0.7446727229999999,0.023,1.8831
2015-10-04T10:03:00Z,0.7459295545999999,0.023,1.8831
2015-10-04T10:18:00Z,0.7459295545999999,0.022,1.8831
2015-10-04T10:33:00Z,0.7459295545999999,0.023,1.8831
2015-10-04T10:47:00Z,0.7484432177999999,0.023,1.8831
2015-10-04T11:03:00Z,0.7484432177999999,0.024,1.8831
2015-10-04T11:18:00Z,0.7509568809999999,0.024,1.8831
2015-10-04T11:33:00Z,0.75032846519999985,0.023,1.8831
2015-10-04T11:47:00Z,0.7522137125999999,0.023,1.8831
2015-10-04T12:03:00Z,0.7540989599999999,0.024,1.8831
2015-10-04T12:18:00Z,0.7553557915999999,0.023,1.8831
2015-10-04T12:33:00Z,0.7559842073999999,0.024,1.8831
2015-10-04T12:47:00Z,0.7584978706,0.024,1.8831
2015-10-04T13:03:00Z,0.7584978706,0.023,1.8831
2015-10-04T13:18:00Z,0.757241039,0.024,1.8831
2015-10-04T13:33:00Z,0.7603831179999999,0.025,1.8831
2015-10-04T13:47:00Z,0.7603831179999999,0.023,1.8831
2015-10-04T14:03:00Z,0.7622683654,0.024,1.8831
2015-10-04T14:18:00Z,0.7622683654,0.025,1.8831
2015-10-04T14:33:00Z,0.7641536127999999,0.025,1.8831
2015-10-04T14:47:00Z,0.7647820285999999,0.026,1.8831
2015-10-04T15:03:00Z,0.7647820285999999,0.026,1.8831
2015-10-04T15:18:00Z,0.7660388601999999,0.026,1.8831
2015-10-04T15:33:00Z,0.7660388601999999,0.026,1.8831
2015-10-04T15:47:00Z,0.7672956918,0.025,1.8831
2015-10-04T16:03:00Z,0.7691809392,0.026,1.8831
2015-10-04T16:18:00Z,0.7685525233999999,0.026,1.6367
2015-10-04T16:33:00Z,0.7691809392,0.025,1.6367
2015-10-04T16:47:00Z,0.7704377707999999,0.026,1.6367
2015-10-04T17:03:00Z,0.7698093549999999,0.026,1.6367
2015-10-04T17:18:00Z,0.7716946023999999,0.025,1.6367
2015-10-04T17:33:00Z,0.7716946023999999,0.026,1.6367
2015-10-04T17:47:00Z,0.772951434,0.026,1.6367
2015-10-04T18:03:00Z,0.7735798497999999,0.026,1.6367
2015-10-04T18:18:00Z,0.772951434,0.026,1.6367
2015-10-04T18:33:00Z,0.7735798497999999,0.026,1.6367
2015-10-04T18:47:00Z,0.7742082656,0.028,1.6367
2015-10-04T19:03:00Z,0.772951434,0.028,1.6367
2015-10-04T19:18:00Z,0.7742082656,0.028,1.6367
2015-10-04T19:33:00Z,0.7748366814,0.028,1.6367
2015-10-04T19:47:00Z,0.7767219287999999,0.026,1.6367
2015-10-04T20:03:00Z,0.7754650971999999,0.027,1.6367
2015-10-04T20:18:00Z,0.7754650971999999,0.027,1.6367
2015-10-04T20:33:00Z,0.776093513,0.027,1.6367
2015-10-04T20:47:00Z,0.776093513,0.026,1.6367
2015-10-04T21:03:00Z,0.7767219287999999,0.028,1.6367
2015-10-04T21:18:00Z,0.7779787604,0.028,1.6367
2015-10-04T21:33:00Z,0.7786071762,0.028,1.6367
2015-10-04T21:47:00Z,0.7786071762,0.028,1.6367
2015-10-04T22:03:00Z,0.7786071762,0.027,1.6367
2015-10-04T22:18:00Z,0.7798640078,0.028,1.6367
2015-10-04T22:33:00Z,0.7804924235999999,0.027,1.6367
2015-10-04T22:47:00Z,0.7804924235999999,0.028,1.6367
2015-10-04T23:03:00Z,0.7804924235999999,0.026,1.6367
2015-10-04T23:18:00Z,0.7798640078,0.028,1.6367
2015-10-04T23:33:00Z,0.7798640078,0.028,1.6367
2015-10-04T23:47:00Z,0.7823776709999999,0.028,1.6367
2015-10-05T00:03:00Z,0.7823776709999999,0.028,1.6367
2015-10-05T00:18:00Z,0.7836345026,0.028,1.6367
2015-10-05T00:33:00Z,0.7823776709999999,0.029,1.6367
2015-10-05T00:47:00Z,0.7842629184,0.026,1.6367
2015-10-05T01:03:00Z,0.7836345026,0.028,1.6367
2015-10-05T01:18:00Z,0.7836345026,0.028,1.6367
2015-10-05T01:33:00Z,0.7848913341999999,0.028,1.6367
2015-10-05T01:47:00Z,0.78551975,0.028,1.6367
2015-10-05T02:03:00Z,0.7848913341999999,0.027,1.6367
2015-10-05T02:18:00Z,0.7842629184,0.028,1.6367
2015-10-05T02:33:00Z,0.7861481657999999,0.029,1.6367
2015-10-05T02:47:00Z,0.7848913341999999,0.029,1.6367
2015-10-05T03:03:00Z,0.7861481657999999,0.028,1.6367
2015-10-05T03:18:00Z,0.7861481657999999,0.029,1.6367
2015-10-05T03:33:00Z,0.7861481657999999,0.028,1.6367
2015-10-05T03:47:00Z,0.78551975,0.028,1.6367
2015-10-05T04:03:00Z,0.7867765815999999,0.028,1.6367
2015-10-05T04:18:00Z,0.7874049973999999,0.028,1.6367
2015-10-05T04:33:00Z,0.7867765815999999,0.029,1.6367
2015-10-05T04:47:00Z,0.7880334131999999,0.028,1.6367
2015-10-05T05:03:00Z,0.7880334131999999,0.028,1.6367
2015-10-05T05:18:00Z,0.7892902448,0.027,1.6367
2015-10-05T05:33:00Z,0.7880334131999999,0.028,1.6367
2015-10-05T05:47:00Z,0.7867765815999999,0.026,1.6367
2015-10-05T06:03:00Z,0.7886618289999999,0.027,1.6367
2015-10-05T06:18:00Z,0.7874049973999999,0.027,1.6367
2015-10-05T06:33:00Z,0.7861481657999999,0.027,1.6367
2015-10-05T06:47:00Z,0.7874049973999999,0.026,1.6367
2015-10-05T07:03:00Z,0.78551975,0.026,1.6367
2015-10-05T07:18:00Z,0.78551975,0.026,1.6367
